Pokemon,Move,Accuracy,BasePower,Category,PP,Priority,CritRatio,Target,Type
typhlosion-hisui,confide,TRUE,0,Status,20,0,1,normal,Normal
totodile,confide,TRUE,0,Status,20,0,1,normal,Normal
croconaw,confide,TRUE,0,Status,20,0,1,normal,Normal
feraligatr,confide,TRUE,0,Status,20,0,1,normal,Normal
sentret,confide,TRUE,0,Status,20,0,1,normal,Normal
furret,confide,TRUE,0,Status,20,0,1,normal,Normal
hoothoot,confide,TRUE,0,Status,20,0,1,normal,Normal
noctowl,confide,TRUE,0,Status,20,0,1,normal,Normal
ledyba,confide,TRUE,0,Status,20,0,1,normal,Normal
ledian,confide,TRUE,0,Status,20,0,1,normal,Normal
spinarak,confide,TRUE,0,Status,20,0,1,normal,Normal
ariados,confide,TRUE,0,Status,20,0,1,normal,Normal
crobat,confide,TRUE,0,Status,20,0,1,normal,Normal
chinchou,confide,TRUE,0,Status,20,0,1,normal,Normal
lanturn,confide,TRUE,0,Status,20,0,1,normal,Normal
pichu,confide,TRUE,0,Status,20,0,1,normal,Normal
cleffa,confide,TRUE,0,Status,20,0,1,normal,Normal
igglybuff,confide,TRUE,0,Status,20,0,1,normal,Normal
togepi,confide,TRUE,0,Status,20,0,1,normal,Normal
togetic,confide,TRUE,0,Status,20,0,1,normal,Normal
natu,confide,TRUE,0,Status,20,0,1,normal,Normal
xatu,confide,TRUE,0,Status,20,0,1,normal,Normal
mareep,confide,TRUE,0,Status,20,0,1,normal,Normal
flaaffy,confide,TRUE,0,Status,20,0,1,normal,Normal
ampharos,confide,TRUE,0,Status,20,0,1,normal,Normal
bellossom,confide,TRUE,0,Status,20,0,1,normal,Normal
marill,confide,TRUE,0,Status,20,0,1,normal,Normal
azumarill,confide,TRUE,0,Status,20,0,1,normal,Normal
sudowoodo,confide,TRUE,0,Status,20,0,1,normal,Normal
politoed,confide,TRUE,0,Status,20,0,1,normal,Normal
hoppip,confide,TRUE,0,Status,20,0,1,normal,Normal
skiploom,confide,TRUE,0,Status,20,0,1,normal,Normal
jumpluff,confide,TRUE,0,Status,20,0,1,normal,Normal
aipom,confide,TRUE,0,Status,20,0,1,normal,Normal
sunkern,confide,TRUE,0,Status,20,0,1,normal,Normal
sunflora,confide,TRUE,0,Status,20,0,1,normal,Normal
yanma,confide,TRUE,0,Status,20,0,1,normal,Normal
wooper,confide,TRUE,0,Status,20,0,1,normal,Normal
quagsire,confide,TRUE,0,Status,20,0,1,normal,Normal
espeon,confide,TRUE,0,Status,20,0,1,normal,Normal
umbreon,confide,TRUE,0,Status,20,0,1,normal,Normal
murkrow,confide,TRUE,0,Status,20,0,1,normal,Normal
slowking,confide,TRUE,0,Status,20,0,1,normal,Normal
misdreavus,confide,TRUE,0,Status,20,0,1,normal,Normal
girafarig,confide,TRUE,0,Status,20,0,1,normal,Normal
pineco,confide,TRUE,0,Status,20,0,1,normal,Normal
forretress,confide,TRUE,0,Status,20,0,1,normal,Normal
dunsparce,confide,TRUE,0,Status,20,0,1,normal,Normal
gligar,confide,TRUE,0,Status,20,0,1,normal,Normal
steelix,confide,TRUE,0,Status,20,0,1,normal,Normal
snubbull,confide,TRUE,0,Status,20,0,1,normal,Normal
granbull,confide,TRUE,0,Status,20,0,1,normal,Normal
qwilfish,confide,TRUE,0,Status,20,0,1,normal,Normal
scizor,confide,TRUE,0,Status,20,0,1,normal,Normal
shuckle,confide,TRUE,0,Status,20,0,1,normal,Normal
heracross,confide,TRUE,0,Status,20,0,1,normal,Normal
sneasel,confide,TRUE,0,Status,20,0,1,normal,Normal
teddiursa,confide,TRUE,0,Status,20,0,1,normal,Normal
ursaring,confide,TRUE,0,Status,20,0,1,normal,Normal
slugma,confide,TRUE,0,Status,20,0,1,normal,Normal
magcargo,confide,TRUE,0,Status,20,0,1,normal,Normal
swinub,confide,TRUE,0,Status,20,0,1,normal,Normal
piloswine,confide,TRUE,0,Status,20,0,1,normal,Normal
corsola,confide,TRUE,0,Status,20,0,1,normal,Normal
remoraid,confide,TRUE,0,Status,20,0,1,normal,Normal
octillery,confide,TRUE,0,Status,20,0,1,normal,Normal
delibird,confide,TRUE,0,Status,20,0,1,normal,Normal
mantine,confide,TRUE,0,Status,20,0,1,normal,Normal
skarmory,confide,TRUE,0,Status,20,0,1,normal,Normal
houndour,confide,TRUE,0,Status,20,0,1,normal,Normal
houndoom,confide,TRUE,0,Status,20,0,1,normal,Normal
kingdra,confide,TRUE,0,Status,20,0,1,normal,Normal
phanpy,confide,TRUE,0,Status,20,0,1,normal,Normal
donphan,confide,TRUE,0,Status,20,0,1,normal,Normal
porygon2,confide,TRUE,0,Status,20,0,1,normal,Normal
stantler,confide,TRUE,0,Status,20,0,1,normal,Normal
tyrogue,confide,TRUE,0,Status,20,0,1,normal,Normal
hitmontop,confide,TRUE,0,Status,20,0,1,normal,Normal
smoochum,confide,TRUE,0,Status,20,0,1,normal,Normal
elekid,confide,TRUE,0,Status,20,0,1,normal,Normal
magby,confide,TRUE,0,Status,20,0,1,normal,Normal
miltank,confide,TRUE,0,Status,20,0,1,normal,Normal
blissey,confide,TRUE,0,Status,20,0,1,normal,Normal
raikou,confide,TRUE,0,Status,20,0,1,normal,Normal
entei,confide,TRUE,0,Status,20,0,1,normal,Normal
suicune,confide,TRUE,0,Status,20,0,1,normal,Normal
larvitar,confide,TRUE,0,Status,20,0,1,normal,Normal
pupitar,confide,TRUE,0,Status,20,0,1,normal,Normal
tyranitar,confide,TRUE,0,Status,20,0,1,normal,Normal
lugia,confide,TRUE,0,Status,20,0,1,normal,Normal
ho-oh,confide,TRUE,0,Status,20,0,1,normal,Normal
celebi,confide,TRUE,0,Status,20,0,1,normal,Normal
treecko,confide,TRUE,0,Status,20,0,1,normal,Normal
grovyle,confide,TRUE,0,Status,20,0,1,normal,Normal
sceptile,confide,TRUE,0,Status,20,0,1,normal,Normal
torchic,confide,TRUE,0,Status,20,0,1,normal,Normal
combusken,confide,TRUE,0,Status,20,0,1,normal,Normal
blaziken,confide,TRUE,0,Status,20,0,1,normal,Normal
mudkip,confide,TRUE,0,Status,20,0,1,normal,Normal
marshtomp,confide,TRUE,0,Status,20,0,1,normal,Normal
swampert,confide,TRUE,0,Status,20,0,1,normal,Normal
poochyena,confide,TRUE,0,Status,20,0,1,normal,Normal
mightyena,confide,TRUE,0,Status,20,0,1,normal,Normal
zigzagoon,confide,TRUE,0,Status,20,0,1,normal,Normal
linoone,confide,TRUE,0,Status,20,0,1,normal,Normal
beautifly,confide,TRUE,0,Status,20,0,1,normal,Normal
dustox,confide,TRUE,0,Status,20,0,1,normal,Normal
lotad,confide,TRUE,0,Status,20,0,1,normal,Normal
lombre,confide,TRUE,0,Status,20,0,1,normal,Normal
ludicolo,confide,TRUE,0,Status,20,0,1,normal,Normal
seedot,confide,TRUE,0,Status,20,0,1,normal,Normal
nuzleaf,confide,TRUE,0,Status,20,0,1,normal,Normal
shiftry,confide,TRUE,0,Status,20,0,1,normal,Normal
taillow,confide,TRUE,0,Status,20,0,1,normal,Normal
swellow,confide,TRUE,0,Status,20,0,1,normal,Normal
wingull,confide,TRUE,0,Status,20,0,1,normal,Normal
pelipper,confide,TRUE,0,Status,20,0,1,normal,Normal
ralts,confide,TRUE,0,Status,20,0,1,normal,Normal
kirlia,confide,TRUE,0,Status,20,0,1,normal,Normal
gardevoir,confide,TRUE,0,Status,20,0,1,normal,Normal
surskit,confide,TRUE,0,Status,20,0,1,normal,Normal
masquerain,confide,TRUE,0,Status,20,0,1,normal,Normal
shroomish,confide,TRUE,0,Status,20,0,1,normal,Normal
breloom,confide,TRUE,0,Status,20,0,1,normal,Normal
slakoth,confide,TRUE,0,Status,20,0,1,normal,Normal
vigoroth,confide,TRUE,0,Status,20,0,1,normal,Normal
slaking,confide,TRUE,0,Status,20,0,1,normal,Normal
nincada,confide,TRUE,0,Status,20,0,1,normal,Normal
ninjask,confide,TRUE,0,Status,20,0,1,normal,Normal
shedinja,confide,TRUE,0,Status,20,0,1,normal,Normal
whismur,confide,TRUE,0,Status,20,0,1,normal,Normal
loudred,confide,TRUE,0,Status,20,0,1,normal,Normal
exploud,confide,TRUE,0,Status,20,0,1,normal,Normal
makuhita,confide,TRUE,0,Status,20,0,1,normal,Normal
hariyama,confide,TRUE,0,Status,20,0,1,normal,Normal
azurill,confide,TRUE,0,Status,20,0,1,normal,Normal
nosepass,confide,TRUE,0,Status,20,0,1,normal,Normal
skitty,confide,TRUE,0,Status,20,0,1,normal,Normal
delcatty,confide,TRUE,0,Status,20,0,1,normal,Normal
sableye,confide,TRUE,0,Status,20,0,1,normal,Normal
mawile,confide,TRUE,0,Status,20,0,1,normal,Normal
aron,confide,TRUE,0,Status,20,0,1,normal,Normal
lairon,confide,TRUE,0,Status,20,0,1,normal,Normal
aggron,confide,TRUE,0,Status,20,0,1,normal,Normal
meditite,confide,TRUE,0,Status,20,0,1,normal,Normal
medicham,confide,TRUE,0,Status,20,0,1,normal,Normal
electrike,confide,TRUE,0,Status,20,0,1,normal,Normal
manectric,confide,TRUE,0,Status,20,0,1,normal,Normal
plusle,confide,TRUE,0,Status,20,0,1,normal,Normal
minun,confide,TRUE,0,Status,20,0,1,normal,Normal
volbeat,confide,TRUE,0,Status,20,0,1,normal,Normal
illumise,confide,TRUE,0,Status,20,0,1,normal,Normal
roselia,confide,TRUE,0,Status,20,0,1,normal,Normal
gulpin,confide,TRUE,0,Status,20,0,1,normal,Normal
swalot,confide,TRUE,0,Status,20,0,1,normal,Normal
carvanha,confide,TRUE,0,Status,20,0,1,normal,Normal
sharpedo,confide,TRUE,0,Status,20,0,1,normal,Normal
wailmer,confide,TRUE,0,Status,20,0,1,normal,Normal
wailord,confide,TRUE,0,Status,20,0,1,normal,Normal
numel,confide,TRUE,0,Status,20,0,1,normal,Normal
camerupt,confide,TRUE,0,Status,20,0,1,normal,Normal
torkoal,confide,TRUE,0,Status,20,0,1,normal,Normal
spoink,confide,TRUE,0,Status,20,0,1,normal,Normal
grumpig,confide,TRUE,0,Status,20,0,1,normal,Normal
spinda,confide,TRUE,0,Status,20,0,1,normal,Normal
trapinch,confide,TRUE,0,Status,20,0,1,normal,Normal
vibrava,confide,TRUE,0,Status,20,0,1,normal,Normal
flygon,confide,TRUE,0,Status,20,0,1,normal,Normal
cacnea,confide,TRUE,0,Status,20,0,1,normal,Normal
cacturne,confide,TRUE,0,Status,20,0,1,normal,Normal
swablu,confide,TRUE,0,Status,20,0,1,normal,Normal
altaria,confide,TRUE,0,Status,20,0,1,normal,Normal
zangoose,confide,TRUE,0,Status,20,0,1,normal,Normal
seviper,confide,TRUE,0,Status,20,0,1,normal,Normal
lunatone,confide,TRUE,0,Status,20,0,1,normal,Normal
solrock,confide,TRUE,0,Status,20,0,1,normal,Normal
barboach,confide,TRUE,0,Status,20,0,1,normal,Normal
whiscash,confide,TRUE,0,Status,20,0,1,normal,Normal
corphish,confide,TRUE,0,Status,20,0,1,normal,Normal
crawdaunt,confide,TRUE,0,Status,20,0,1,normal,Normal
baltoy,confide,TRUE,0,Status,20,0,1,normal,Normal
claydol,confide,TRUE,0,Status,20,0,1,normal,Normal
lileep,confide,TRUE,0,Status,20,0,1,normal,Normal
cradily,confide,TRUE,0,Status,20,0,1,normal,Normal
anorith,confide,TRUE,0,Status,20,0,1,normal,Normal
armaldo,confide,TRUE,0,Status,20,0,1,normal,Normal
feebas,confide,TRUE,0,Status,20,0,1,normal,Normal
milotic,confide,TRUE,0,Status,20,0,1,normal,Normal
castform,confide,TRUE,0,Status,20,0,1,normal,Normal
kecleon,confide,TRUE,0,Status,20,0,1,normal,Normal
shuppet,confide,TRUE,0,Status,20,0,1,normal,Normal
banette,confide,TRUE,0,Status,20,0,1,normal,Normal
duskull,confide,TRUE,0,Status,20,0,1,normal,Normal
dusclops,confide,TRUE,0,Status,20,0,1,normal,Normal
tropius,confide,TRUE,0,Status,20,0,1,normal,Normal
chimecho,confide,TRUE,0,Status,20,0,1,normal,Normal
absol,confide,TRUE,0,Status,20,0,1,normal,Normal
snorunt,confide,TRUE,0,Status,20,0,1,normal,Normal
glalie,confide,TRUE,0,Status,20,0,1,normal,Normal
spheal,confide,TRUE,0,Status,20,0,1,normal,Normal
sealeo,confide,TRUE,0,Status,20,0,1,normal,Normal
walrein,confide,TRUE,0,Status,20,0,1,normal,Normal
clamperl,confide,TRUE,0,Status,20,0,1,normal,Normal
huntail,confide,TRUE,0,Status,20,0,1,normal,Normal
gorebyss,confide,TRUE,0,Status,20,0,1,normal,Normal
relicanth,confide,TRUE,0,Status,20,0,1,normal,Normal
luvdisc,confide,TRUE,0,Status,20,0,1,normal,Normal
bagon,confide,TRUE,0,Status,20,0,1,normal,Normal
shelgon,confide,TRUE,0,Status,20,0,1,normal,Normal
salamence,confide,TRUE,0,Status,20,0,1,normal,Normal
metang,confide,TRUE,0,Status,20,0,1,normal,Normal
metagross,confide,TRUE,0,Status,20,0,1,normal,Normal
regirock,confide,TRUE,0,Status,20,0,1,normal,Normal
regice,confide,TRUE,0,Status,20,0,1,normal,Normal
registeel,confide,TRUE,0,Status,20,0,1,normal,Normal
latias,confide,TRUE,0,Status,20,0,1,normal,Normal
latios,confide,TRUE,0,Status,20,0,1,normal,Normal
kyogre,confide,TRUE,0,Status,20,0,1,normal,Normal
groudon,confide,TRUE,0,Status,20,0,1,normal,Normal
rayquaza,confide,TRUE,0,Status,20,0,1,normal,Normal
jirachi,confide,TRUE,0,Status,20,0,1,normal,Normal
deoxys,confide,TRUE,0,Status,20,0,1,normal,Normal
turtwig,confide,TRUE,0,Status,20,0,1,normal,Normal
grotle,confide,TRUE,0,Status,20,0,1,normal,Normal
torterra,confide,TRUE,0,Status,20,0,1,normal,Normal
chimchar,confide,TRUE,0,Status,20,0,1,normal,Normal
monferno,confide,TRUE,0,Status,20,0,1,normal,Normal
infernape,confide,TRUE,0,Status,20,0,1,normal,Normal
piplup,confide,TRUE,0,Status,20,0,1,normal,Normal
prinplup,confide,TRUE,0,Status,20,0,1,normal,Normal
empoleon,confide,TRUE,0,Status,20,0,1,normal,Normal
starly,confide,TRUE,0,Status,20,0,1,normal,Normal
staravia,confide,TRUE,0,Status,20,0,1,normal,Normal
staraptor,confide,TRUE,0,Status,20,0,1,normal,Normal
bidoof,confide,TRUE,0,Status,20,0,1,normal,Normal
bibarel,confide,TRUE,0,Status,20,0,1,normal,Normal
kricketune,confide,TRUE,0,Status,20,0,1,normal,Normal
shinx,confide,TRUE,0,Status,20,0,1,normal,Normal
luxio,confide,TRUE,0,Status,20,0,1,normal,Normal
luxray,confide,TRUE,0,Status,20,0,1,normal,Normal
budew,confide,TRUE,0,Status,20,0,1,normal,Normal
roserade,confide,TRUE,0,Status,20,0,1,normal,Normal
cranidos,confide,TRUE,0,Status,20,0,1,normal,Normal
rampardos,confide,TRUE,0,Status,20,0,1,normal,Normal
shieldon,confide,TRUE,0,Status,20,0,1,normal,Normal
bastiodon,confide,TRUE,0,Status,20,0,1,normal,Normal
wormadam,confide,TRUE,0,Status,20,0,1,normal,Normal
wormadam-sandy,confide,TRUE,0,Status,20,0,1,normal,Normal
wormadam-trash,confide,TRUE,0,Status,20,0,1,normal,Normal
mothim,confide,TRUE,0,Status,20,0,1,normal,Normal
vespiquen,confide,TRUE,0,Status,20,0,1,normal,Normal
pachirisu,confide,TRUE,0,Status,20,0,1,normal,Normal
buizel,confide,TRUE,0,Status,20,0,1,normal,Normal
floatzel,confide,TRUE,0,Status,20,0,1,normal,Normal
cherubi,confide,TRUE,0,Status,20,0,1,normal,Normal
cherrim,confide,TRUE,0,Status,20,0,1,normal,Normal
shellos,confide,TRUE,0,Status,20,0,1,normal,Normal
gastrodon,confide,TRUE,0,Status,20,0,1,normal,Normal
ambipom,confide,TRUE,0,Status,20,0,1,normal,Normal
drifloon,confide,TRUE,0,Status,20,0,1,normal,Normal
drifblim,confide,TRUE,0,Status,20,0,1,normal,Normal
buneary,confide,TRUE,0,Status,20,0,1,normal,Normal
lopunny,confide,TRUE,0,Status,20,0,1,normal,Normal
mismagius,confide,TRUE,0,Status,20,0,1,normal,Normal
honchkrow,confide,TRUE,0,Status,20,0,1,normal,Normal
glameow,confide,TRUE,0,Status,20,0,1,normal,Normal
purugly,confide,TRUE,0,Status,20,0,1,normal,Normal
chingling,confide,TRUE,0,Status,20,0,1,normal,Normal
stunky,confide,TRUE,0,Status,20,0,1,normal,Normal
skuntank,confide,TRUE,0,Status,20,0,1,normal,Normal
bronzor,confide,TRUE,0,Status,20,0,1,normal,Normal
bronzong,confide,TRUE,0,Status,20,0,1,normal,Normal
bonsly,confide,TRUE,0,Status,20,0,1,normal,Normal
mime jr.,confide,TRUE,0,Status,20,0,1,normal,Normal
happiny,confide,TRUE,0,Status,20,0,1,normal,Normal
chatot,confide,TRUE,0,Status,20,0,1,normal,Normal
spiritomb,confide,TRUE,0,Status,20,0,1,normal,Normal
gible,confide,TRUE,0,Status,20,0,1,normal,Normal
gabite,confide,TRUE,0,Status,20,0,1,normal,Normal
garchomp,confide,TRUE,0,Status,20,0,1,normal,Normal
munchlax,confide,TRUE,0,Status,20,0,1,normal,Normal
riolu,confide,TRUE,0,Status,20,0,1,normal,Normal
lucario,confide,TRUE,0,Status,20,0,1,normal,Normal
hippopotas,confide,TRUE,0,Status,20,0,1,normal,Normal
hippowdon,confide,TRUE,0,Status,20,0,1,normal,Normal
skorupi,confide,TRUE,0,Status,20,0,1,normal,Normal
drapion,confide,TRUE,0,Status,20,0,1,normal,Normal
croagunk,confide,TRUE,0,Status,20,0,1,normal,Normal
toxicroak,confide,TRUE,0,Status,20,0,1,normal,Normal
carnivine,confide,TRUE,0,Status,20,0,1,normal,Normal
finneon,confide,TRUE,0,Status,20,0,1,normal,Normal
lumineon,confide,TRUE,0,Status,20,0,1,normal,Normal
mantyke,confide,TRUE,0,Status,20,0,1,normal,Normal
snover,confide,TRUE,0,Status,20,0,1,normal,Normal
abomasnow,confide,TRUE,0,Status,20,0,1,normal,Normal
weavile,confide,TRUE,0,Status,20,0,1,normal,Normal
magnezone,confide,TRUE,0,Status,20,0,1,normal,Normal
lickilicky,confide,TRUE,0,Status,20,0,1,normal,Normal
rhyperior,confide,TRUE,0,Status,20,0,1,normal,Normal
tangrowth,confide,TRUE,0,Status,20,0,1,normal,Normal
electivire,confide,TRUE,0,Status,20,0,1,normal,Normal
magmortar,confide,TRUE,0,Status,20,0,1,normal,Normal
togekiss,confide,TRUE,0,Status,20,0,1,normal,Normal
yanmega,confide,TRUE,0,Status,20,0,1,normal,Normal
leafeon,confide,TRUE,0,Status,20,0,1,normal,Normal
glaceon,confide,TRUE,0,Status,20,0,1,normal,Normal
gliscor,confide,TRUE,0,Status,20,0,1,normal,Normal
mamoswine,confide,TRUE,0,Status,20,0,1,normal,Normal
porygon-z,confide,TRUE,0,Status,20,0,1,normal,Normal
gallade,confide,TRUE,0,Status,20,0,1,normal,Normal
probopass,confide,TRUE,0,Status,20,0,1,normal,Normal
dusknoir,confide,TRUE,0,Status,20,0,1,normal,Normal
froslass,confide,TRUE,0,Status,20,0,1,normal,Normal
rotom,confide,TRUE,0,Status,20,0,1,normal,Normal
uxie,confide,TRUE,0,Status,20,0,1,normal,Normal
mesprit,confide,TRUE,0,Status,20,0,1,normal,Normal
azelf,confide,TRUE,0,Status,20,0,1,normal,Normal
dialga,confide,TRUE,0,Status,20,0,1,normal,Normal
palkia,confide,TRUE,0,Status,20,0,1,normal,Normal
heatran,confide,TRUE,0,Status,20,0,1,normal,Normal
regigigas,confide,TRUE,0,Status,20,0,1,normal,Normal
giratina,confide,TRUE,0,Status,20,0,1,normal,Normal
cresselia,confide,TRUE,0,Status,20,0,1,normal,Normal
phione,confide,TRUE,0,Status,20,0,1,normal,Normal
manaphy,confide,TRUE,0,Status,20,0,1,normal,Normal
darkrai,confide,TRUE,0,Status,20,0,1,normal,Normal
shaymin,confide,TRUE,0,Status,20,0,1,normal,Normal
arceus,confide,TRUE,0,Status,20,0,1,normal,Normal
victini,confide,TRUE,0,Status,20,0,1,normal,Normal
snivy,confide,TRUE,0,Status,20,0,1,normal,Normal
servine,confide,TRUE,0,Status,20,0,1,normal,Normal
serperior,confide,TRUE,0,Status,20,0,1,normal,Normal
tepig,confide,TRUE,0,Status,20,0,1,normal,Normal
pignite,confide,TRUE,0,Status,20,0,1,normal,Normal
emboar,confide,TRUE,0,Status,20,0,1,normal,Normal
oshawott,confide,TRUE,0,Status,20,0,1,normal,Normal
dewott,confide,TRUE,0,Status,20,0,1,normal,Normal
samurott,confide,TRUE,0,Status,20,0,1,normal,Normal
samurott-hisui,confide,TRUE,0,Status,20,0,1,normal,Normal
patrat,confide,TRUE,0,Status,20,0,1,normal,Normal
watchog,confide,TRUE,0,Status,20,0,1,normal,Normal
lillipup,confide,TRUE,0,Status,20,0,1,normal,Normal
herdier,confide,TRUE,0,Status,20,0,1,normal,Normal
stoutland,confide,TRUE,0,Status,20,0,1,normal,Normal
purrloin,confide,TRUE,0,Status,20,0,1,normal,Normal
liepard,confide,TRUE,0,Status,20,0,1,normal,Normal
pansage,confide,TRUE,0,Status,20,0,1,normal,Normal
simisage,confide,TRUE,0,Status,20,0,1,normal,Normal
pansear,confide,TRUE,0,Status,20,0,1,normal,Normal
simisear,confide,TRUE,0,Status,20,0,1,normal,Normal
panpour,confide,TRUE,0,Status,20,0,1,normal,Normal
simipour,confide,TRUE,0,Status,20,0,1,normal,Normal
munna,confide,TRUE,0,Status,20,0,1,normal,Normal
musharna,confide,TRUE,0,Status,20,0,1,normal,Normal
pidove,confide,TRUE,0,Status,20,0,1,normal,Normal
tranquill,confide,TRUE,0,Status,20,0,1,normal,Normal
unfezant,confide,TRUE,0,Status,20,0,1,normal,Normal
blitzle,confide,TRUE,0,Status,20,0,1,normal,Normal
zebstrika,confide,TRUE,0,Status,20,0,1,normal,Normal
roggenrola,confide,TRUE,0,Status,20,0,1,normal,Normal
boldore,confide,TRUE,0,Status,20,0,1,normal,Normal
gigalith,confide,TRUE,0,Status,20,0,1,normal,Normal
woobat,confide,TRUE,0,Status,20,0,1,normal,Normal
swoobat,confide,TRUE,0,Status,20,0,1,normal,Normal
drilbur,confide,TRUE,0,Status,20,0,1,normal,Normal
excadrill,confide,TRUE,0,Status,20,0,1,normal,Normal
audino,confide,TRUE,0,Status,20,0,1,normal,Normal
timburr,confide,TRUE,0,Status,20,0,1,normal,Normal
gurdurr,confide,TRUE,0,Status,20,0,1,normal,Normal
conkeldurr,confide,TRUE,0,Status,20,0,1,normal,Normal
tympole,confide,TRUE,0,Status,20,0,1,normal,Normal
palpitoad,confide,TRUE,0,Status,20,0,1,normal,Normal
seismitoad,confide,TRUE,0,Status,20,0,1,normal,Normal
throh,confide,TRUE,0,Status,20,0,1,normal,Normal
sawk,confide,TRUE,0,Status,20,0,1,normal,Normal
sewaddle,confide,TRUE,0,Status,20,0,1,normal,Normal
swadloon,confide,TRUE,0,Status,20,0,1,normal,Normal
leavanny,confide,TRUE,0,Status,20,0,1,normal,Normal
venipede,confide,TRUE,0,Status,20,0,1,normal,Normal
whirlipede,confide,TRUE,0,Status,20,0,1,normal,Normal
scolipede,confide,TRUE,0,Status,20,0,1,normal,Normal
cottonee,confide,TRUE,0,Status,20,0,1,normal,Normal
whimsicott,confide,TRUE,0,Status,20,0,1,normal,Normal
petilil,confide,TRUE,0,Status,20,0,1,normal,Normal
lilligant,confide,TRUE,0,Status,20,0,1,normal,Normal
lilligant-hisui,confide,TRUE,0,Status,20,0,1,normal,Normal
basculin,confide,TRUE,0,Status,20,0,1,normal,Normal
sandile,confide,TRUE,0,Status,20,0,1,normal,Normal
krokorok,confide,TRUE,0,Status,20,0,1,normal,Normal
krookodile,confide,TRUE,0,Status,20,0,1,normal,Normal
darumaka,confide,TRUE,0,Status,20,0,1,normal,Normal
darmanitan,confide,TRUE,0,Status,20,0,1,normal,Normal
maractus,confide,TRUE,0,Status,20,0,1,normal,Normal
dwebble,confide,TRUE,0,Status,20,0,1,normal,Normal
crustle,confide,TRUE,0,Status,20,0,1,normal,Normal
scraggy,confide,TRUE,0,Status,20,0,1,normal,Normal
scrafty,confide,TRUE,0,Status,20,0,1,normal,Normal
sigilyph,confide,TRUE,0,Status,20,0,1,normal,Normal
yamask,confide,TRUE,0,Status,20,0,1,normal,Normal
cofagrigus,confide,TRUE,0,Status,20,0,1,normal,Normal
tirtouga,confide,TRUE,0,Status,20,0,1,normal,Normal
carracosta,confide,TRUE,0,Status,20,0,1,normal,Normal
archen,confide,TRUE,0,Status,20,0,1,normal,Normal
archeops,confide,TRUE,0,Status,20,0,1,normal,Normal
trubbish,confide,TRUE,0,Status,20,0,1,normal,Normal
garbodor,confide,TRUE,0,Status,20,0,1,normal,Normal
zorua,confide,TRUE,0,Status,20,0,1,normal,Normal
zoroark,confide,TRUE,0,Status,20,0,1,normal,Normal
minccino,confide,TRUE,0,Status,20,0,1,normal,Normal
cinccino,confide,TRUE,0,Status,20,0,1,normal,Normal
gothita,confide,TRUE,0,Status,20,0,1,normal,Normal
gothorita,confide,TRUE,0,Status,20,0,1,normal,Normal
gothitelle,confide,TRUE,0,Status,20,0,1,normal,Normal
solosis,confide,TRUE,0,Status,20,0,1,normal,Normal
duosion,confide,TRUE,0,Status,20,0,1,normal,Normal
reuniclus,confide,TRUE,0,Status,20,0,1,normal,Normal
ducklett,confide,TRUE,0,Status,20,0,1,normal,Normal
swanna,confide,TRUE,0,Status,20,0,1,normal,Normal
